District,State,Region,Year,Season,Crop,Latitude,Longitude,SoilType,IrrigationLevel,Rainfall,Temperature,Humidity,SoilMoisture,NDVI_Flowering,WaterStress,PestRisk,SuitabilityScore,YieldIndex,Failure,RecommendedCrop,IsRecommendedCrop
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2021,Rabi,Mustard,25.3176,82.9739,Alluvial,High,102.72,25.35,65.41,26.81,0.737,0.32,0.375,0.873,75.93,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2021,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,106.85,22.96,57.91,34.87,0.811,0.168,0.391,0.969,91.46,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2021,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,114.58,35.57,46.73,27.81,0.669,0.316,0.49,0.737,78.14,1,Millet,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2021,Zaid,Millet,25.3176,82.9739,Alluvial,High,105.57,34.48,41.59,30.83,0.722,0.112,0.322,0.799,78.21,0,Millet,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Rice,25.3176,82.9739,Alluvial,High,206.94,31.88,73.57,57.74,0.747,0.371,0.448,0.927,90.98,0,Rice,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Maize,25.3176,82.9739,Alluvial,High,178.17,31.72,71.24,53.72,0.732,0.136,0.467,0.838,77.48,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Cotton,25.3176,82.9739,Alluvial,High,174.85,31.04,78.24,63.61,0.663,0.069,0.458,0.729,75.81,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Soybean,25.3176,82.9739,Alluvial,High,181.54,28.48,61.37,64.56,0.663,0.053,0.464,0.767,87.06,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Wheat,25.3176,82.9739,Alluvial,High,131.15,18.62,68.77,55.55,0.719,0.064,0.416,0.838,83.42,0,Mustard,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Mustard,25.3176,82.9739,Alluvial,High,99.43,22.22,58.6,26.53,0.82,0.288,0.41,0.916,84.08,0,Mustard,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,123.28,19.26,45.31,32.81,0.687,0.213,0.327,0.872,92.21,0,Mustard,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,109.02,30.19,55.37,28.01,0.708,0.329,0.426,0.826,83.97,0,Groundnut,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2022,Zaid,Millet,25.3176,82.9739,Alluvial,High,80.8,36.45,43.88,31.99,0.683,0.139,0.496,0.777,84.97,0,Groundnut,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Rice,25.3176,82.9739,Alluvial,High,167.49,28.42,64.98,54.5,0.733,0.434,0.517,0.98,90.9,0,Rice,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Maize,25.3176,82.9739,Alluvial,High,187.36,25.5,80.77,56.29,0.721,0.138,0.48,0.942,87.89,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Cotton,25.3176,82.9739,Alluvial,High,190.82,34.53,80.06,53.25,0.562,0.13,0.487,0.59,75.65,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Soybean,25.3176,82.9739,Alluvial,High,175.09,32.05,72.89,55.05,0.657,0.133,0.514,0.711,75.43,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Wheat,25.3176,82.9739,Alluvial,High,94.65,26.42,65.83,43.07,0.744,0.226,0.436,0.902,83.05,0,Wheat,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Mustard,25.3176,82.9739,Alluvial,High,142.29,19.52,58.63,52.57,0.715,0.051,0.448,0.84,81.86,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,138.91,25.14,54.78,26.77,0.734,0.242,0.347,0.886,82.67,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,113.91,32.07,53.49,26.21,0.761,0.358,0.457,0.799,70.28,0,Groundnut,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2023,Zaid,Millet,25.3176,82.9739,Alluvial,High,118.81,32.63,55.28,37.37,0.714,0.063,0.48,0.753,77.97,1,Groundnut,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Rice,25.3176,82.9739,Alluvial,High,180.8,28.24,74.73,58.35,0.789,0.371,0.455,0.98,87.04,0,Rice,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Maize,25.3176,82.9739,Alluvial,High,196.95,31.2,81.2,42.17,0.637,0.271,0.498,0.686,72.85,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Cotton,25.3176,82.9739,Alluvial,High,186.39,30.63,75.43,53.84,0.678,0.139,0.459,0.753,81.92,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Soybean,25.3176,82.9739,Alluvial,High,190.12,29.94,54.37,33.5,0.683,0.521,0.435,0.679,61.82,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Wheat,25.3176,82.9739,Alluvial,High,97.89,26.23,70.68,39.83,0.705,0.278,0.465,0.883,82.25,0,Chickpea,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Mustard,25.3176,82.9739,Alluvial,High,116.35,19.43,62.61,35.16,0.751,0.18,0.366,0.911,91.39,0,Chickpea,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,114.02,22.87,43.06,34.15,0.779,0.163,0.386,0.98,91.49,0,Chickpea,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,117.91,30.59,48.38,20.95,0.716,0.418,0.427,0.831,72.96,1,Groundnut,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2024,Zaid,Millet,25.3176,82.9739,Alluvial,High,84.93,35.89,45.87,35.73,0.702,0.055,0.44,0.748,80.21,1,Groundnut,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Rice,25.3176,82.9739,Alluvial,High,170.51,32.11,87.97,44.96,0.724,0.545,0.515,0.856,70.82,1,Rice,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Maize,25.3176,82.9739,Alluvial,High,176.8,32.9,72.79,50.16,0.674,0.175,0.502,0.751,71.11,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Cotton,25.3176,82.9739,Alluvial,High,183.04,33.77,69.94,52.19,0.621,0.083,0.457,0.639,63.89,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Soybean,25.3176,82.9739,Alluvial,High,182.18,33.24,86.69,64.07,0.653,0.137,0.604,0.645,75.2,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Wheat,25.3176,82.9739,Alluvial,High,113.34,21.86,59.35,30.24,0.697,0.42,0.407,0.933,86.55,0,Wheat,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Mustard,25.3176,82.9739,Alluvial,High,137.11,19.87,71.78,44.7,0.764,0.051,0.427,0.835,91.74,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,122.51,26.93,43.92,48.88,0.705,0.049,0.354,0.829,87.5,0,Wheat,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,91.39,30.23,47.31,34.69,0.741,0.268,0.462,0.875,81.9,1,Groundnut,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2025,Zaid,Millet,25.3176,82.9739,Alluvial,High,109.53,29.69,44.77,26.25,0.669,0.218,0.346,0.775,72.48,1,Groundnut,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Rice,25.3176,82.9739,Alluvial,High,156.73,29.27,70.19,54.85,0.754,0.535,0.492,0.945,78.62,0,Rice,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Maize,25.3176,82.9739,Alluvial,High,199.44,29.28,78.37,58.33,0.777,0.092,0.483,0.871,88.34,0,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Cotton,25.3176,82.9739,Alluvial,High,181.26,29.71,69.78,48.3,0.653,0.172,0.422,0.745,78.5,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Soybean,25.3176,82.9739,Alluvial,High,212.29,29.66,73.99,62.57,0.649,0.116,0.504,0.669,81.58,1,Rice,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Wheat,25.3176,82.9739,Alluvial,High,128.42,18.63,73.28,31.41,0.746,0.383,0.41,0.886,85.19,0,Chickpea,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Mustard,25.3176,82.9739,Alluvial,High,121.02,24.66,39.85,35.32,0.752,0.21,0.364,0.885,86.15,0,Chickpea,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Chickpea,25.3176,82.9739,Alluvial,High,123.43,21.87,48.61,38.69,0.803,0.101,0.424,0.942,94.51,0,Chickpea,1
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Zaid,Groundnut,25.3176,82.9739,Alluvial,High,91.84,34.74,50.7,23.63,0.68,0.389,0.459,0.699,76.51,0,Millet,0
Varanasi,Uttar Pradesh,Indo Gangetic Plains,2026,Zaid,Millet,25.3176,82.9739,Alluvial,High,99.27,33.74,59.67,21.36,0.702,0.261,0.459,0.732,77.06,0,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,142.98,29.14,68.93,67.33,0.73,0.405,0.477,0.948,79.77,1,Rice,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,143.72,31.67,50.48,60.81,0.756,0.094,0.401,0.876,83.61,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,136.37,30.88,59.04,55.19,0.72,0.089,0.583,0.881,87.58,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,119.44,33.3,60.52,54.48,0.716,0.214,0.482,0.79,77.17,1,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,70.16,27.26,49.95,37.7,0.743,0.321,0.41,0.873,83.75,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,68.34,25.0,48.64,37.34,0.818,0.168,0.398,0.926,87.18,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,90.18,24.28,43.25,40.95,0.782,0.116,0.368,0.974,93.86,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,46.09,35.16,33.66,27.42,0.616,0.546,0.366,0.684,65.06,1,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2018,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,52.99,31.37,45.83,38.77,0.778,0.108,0.399,0.92,85.78,0,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,122.91,31.39,59.9,48.97,0.693,0.754,0.396,0.804,64.04,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,120.0,32.73,61.54,62.62,0.739,0.109,0.414,0.922,91.78,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,128.58,33.64,54.14,52.58,0.735,0.156,0.452,0.791,88.84,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,118.93,32.22,45.61,49.03,0.638,0.276,0.459,0.744,73.36,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,52.55,23.08,44.71,33.55,0.76,0.557,0.342,0.962,84.69,0,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,61.28,24.52,46.95,31.68,0.846,0.272,0.418,0.98,92.79,0,Mustard,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,51.73,22.0,59.13,33.97,0.819,0.198,0.398,0.967,96.14,0,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,64.7,32.73,50.78,27.15,0.787,0.39,0.43,0.862,82.43,1,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2019,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,52.4,33.06,40.34,32.57,0.733,0.11,0.408,0.898,87.82,1,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,104.96,29.69,60.04,51.15,0.737,0.856,0.43,0.867,72.49,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,119.01,30.69,44.08,48.98,0.815,0.274,0.468,0.979,92.17,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,152.35,31.44,79.46,55.08,0.699,0.146,0.572,0.8,75.43,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,114.32,32.77,60.62,58.42,0.653,0.167,0.449,0.81,83.91,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,66.32,18.63,44.4,37.61,0.766,0.37,0.312,0.92,88.62,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,60.6,26.02,43.71,36.63,0.797,0.231,0.419,0.964,92.68,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,53.98,22.85,38.92,27.48,0.749,0.299,0.366,0.979,86.15,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,73.45,33.24,44.87,33.63,0.704,0.246,0.421,0.806,76.76,0,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2020,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,56.24,34.86,46.35,25.89,0.722,0.268,0.376,0.827,77.25,0,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,103.74,30.02,42.62,59.93,0.69,0.718,0.444,0.828,64.81,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,121.96,30.65,53.15,59.71,0.804,0.112,0.444,0.974,85.54,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,131.33,33.61,56.96,68.81,0.726,0.077,0.369,0.798,88.07,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,152.78,29.4,59.03,62.2,0.685,0.139,0.454,0.767,85.07,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,30.61,20.87,49.34,23.6,0.766,0.824,0.364,0.908,73.29,1,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,65.53,25.61,38.41,36.96,0.778,0.203,0.384,0.98,94.89,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,57.88,21.91,52.57,41.08,0.796,0.035,0.376,0.98,98.77,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,18.0,32.74,42.37,35.72,0.698,0.548,0.364,0.8,73.98,0,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2021,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,38.64,36.92,38.11,33.76,0.656,0.19,0.336,0.812,79.81,0,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,122.38,27.26,56.39,52.01,0.753,0.705,0.442,0.842,74.45,0,Rice,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,146.66,30.92,65.04,45.98,0.726,0.291,0.485,0.823,77.29,1,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,140.73,32.61,74.03,55.46,0.624,0.153,0.512,0.728,78.38,1,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,113.16,30.87,55.18,54.83,0.688,0.138,0.505,0.804,82.46,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,75.54,23.91,48.79,37.07,0.813,0.343,0.389,0.98,95.67,0,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,74.62,21.96,38.35,33.17,0.747,0.213,0.374,0.98,96.97,0,Mustard,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,78.26,22.07,47.17,35.89,0.787,0.164,0.44,0.98,91.4,0,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,66.67,29.67,47.82,28.34,0.732,0.352,0.497,0.918,79.65,0,Groundnut,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2022,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,49.28,33.5,30.89,31.89,0.718,0.164,0.401,0.855,77.94,0,Groundnut,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,125.33,32.94,60.83,48.67,0.716,0.771,0.448,0.825,76.84,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,123.14,34.22,67.82,55.96,0.787,0.127,0.48,0.925,90.06,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,138.94,27.59,60.67,55.58,0.672,0.095,0.423,0.848,89.57,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,144.6,30.4,63.68,55.17,0.665,0.15,0.479,0.803,86.59,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,65.76,19.16,25.0,23.76,0.737,0.601,0.297,0.874,73.89,0,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,71.69,21.56,50.31,31.03,0.774,0.295,0.387,0.98,86.54,0,Mustard,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,71.35,26.01,51.25,31.15,0.734,0.226,0.387,0.942,86.88,1,Mustard,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,64.52,33.34,26.95,26.03,0.673,0.448,0.391,0.721,68.29,1,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2023,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,37.79,35.23,45.73,39.59,0.736,0.148,0.461,0.794,78.47,1,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,129.17,31.5,59.13,72.05,0.697,0.391,0.431,0.821,82.93,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,122.43,28.75,71.14,66.97,0.742,0.067,0.48,0.967,94.53,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,159.89,30.82,72.43,63.19,0.638,0.102,0.446,0.681,70.86,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,151.25,30.34,61.82,62.49,0.692,0.045,0.473,0.74,68.28,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,77.96,20.44,35.81,30.49,0.721,0.418,0.364,0.961,85.33,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,59.33,19.04,44.93,28.38,0.787,0.358,0.367,0.942,89.03,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,67.04,26.0,40.22,34.07,0.788,0.157,0.487,0.98,86.29,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,60.28,33.18,38.71,30.12,0.747,0.391,0.433,0.754,72.87,0,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2024,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,31.2,33.25,37.15,41.37,0.69,0.172,0.464,0.807,77.18,0,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,131.66,28.27,52.45,64.88,0.74,0.51,0.439,0.851,79.89,0,Rice,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,145.44,29.92,42.75,63.19,0.741,0.148,0.407,0.848,88.96,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,117.01,31.28,66.71,56.48,0.709,0.168,0.557,0.838,83.3,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,115.0,28.41,70.79,60.19,0.727,0.034,0.463,0.847,82.5,0,Rice,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,77.23,24.17,33.52,40.73,0.803,0.34,0.293,0.928,85.04,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,68.21,22.79,51.19,27.19,0.742,0.307,0.35,0.943,87.45,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,81.98,23.17,51.44,34.44,0.769,0.185,0.43,0.971,88.84,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,68.14,32.32,45.96,32.49,0.707,0.276,0.4,0.879,77.76,0,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2025,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,55.93,32.54,37.29,27.22,0.738,0.163,0.435,0.917,86.91,1,Millet,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Rice,27.1767,78.0081,Alluvial,Medium,147.54,33.68,58.35,52.06,0.717,0.559,0.415,0.791,62.25,1,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Maize,27.1767,78.0081,Alluvial,Medium,131.41,27.58,54.31,54.18,0.782,0.178,0.517,0.955,88.93,0,Maize,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Cotton,27.1767,78.0081,Alluvial,Medium,107.2,30.52,50.82,58.12,0.651,0.158,0.408,0.813,74.85,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Kharif,Soybean,27.1767,78.0081,Alluvial,Medium,151.44,29.69,58.21,60.76,0.711,0.103,0.465,0.767,83.31,0,Maize,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Wheat,27.1767,78.0081,Alluvial,Medium,44.88,24.62,44.3,32.69,0.694,0.62,0.388,0.869,78.81,1,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Mustard,27.1767,78.0081,Alluvial,Medium,65.77,24.04,48.73,34.42,0.706,0.276,0.354,0.9,92.1,0,Chickpea,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Rabi,Chickpea,27.1767,78.0081,Alluvial,Medium,78.0,21.5,55.15,36.61,0.769,0.174,0.467,0.952,88.79,0,Chickpea,1
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Zaid,Groundnut,27.1767,78.0081,Alluvial,Medium,68.23,34.68,32.52,33.71,0.653,0.313,0.406,0.746,75.26,0,Millet,0
Agra,Uttar Pradesh,Indo Gangetic Plains,2026,Zaid,Millet,27.1767,78.0081,Alluvial,Medium,50.12,33.91,35.49,53.25,0.667,0.091,0.486,0.759,73.61,0,Millet,1
Meerut,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Rice,28.9845,77.7064,Loam,High,135.34,31.82,74.51,54.39,0.628,0.619,0.462,0.758,69.39,1,Maize,0
Meerut,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Maize,28.9845,77.7064,Loam,High,102.85,29.43,57.41,51.2,0.808,0.285,0.504,0.98,85.2,0,Maize,1
Meerut,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Cotton,28.9845,77.7064,Loam,High,141.94,28.01,59.49,62.92,0.754,0.092,0.446,0.848,87.4,0,Maize,0
Meerut,Uttar Pradesh,Indo Gangetic Plains,2018,Kharif,Soybean,28.9845,77.7064,Loam,High,133.26,30.95,54.61,56.95,0.743,0.179,0.421,0.865,85.3,0,Maize,0
